lat,lon
63.44291687011719,10.410289764404297
63.4431343078586,10.410728454611855
63.44335174560001,10.411170959421522
63.44356536859323,10.411617278785062
63.443778991668296,10.412052154299154
63.443996429450635,10.412498474158463
63.44421005256663,10.412937164137476
63.44442749026712,10.413375854858645
63.444641113219404,10.41381835941568
63.44486236566809,10.414257048651903
63.445072174035886,10.414691924814909
63.44528961157266,10.415138243771873
63.445507049600565,10.41558074925128
63.44572448746476,10.416023255217034
63.445938110417046,10.416461943809436
63.446151733369334,10.416904449059375
63.44636535632162,10.417339323456606
63.4465866087703,10.417785643798506
63.44680023205001,10.418228149650071
63.447017669750494,10.418670653937205
63.44723129270278,10.41910934426185
63.447448730403266,10.419551849097148
63.447662353028136,10.419998167061827
63.44787597663526,10.42042923126481
63.44809722908394,10.420867920310679
63.44831085203623,10.421310424551283
63.448524475315935,10.421752930810413
63.44874191301642,10.422191620458866
63.44895553564129,10.422634122987505
63.449172973341774,10.423076630964214
63.449390411697095,10.423519131629119
63.44960784939758,10.423961639743125
63.44982147202245,10.424400329762763
63.450035095302155,10.42484283234068
63.45024871858186,10.42528533742624
63.450466156282346,10.42572402776921
63.45068359398283,10.426166533182402
63.450901031683316,10.42660522415966
63.451114654308185,10.427043912535291
63.45133209200867,10.427490233008731
63.451545715288376,10.427928926723874
63.45175933856808,10.42837142851141
63.451980590689345,10.428806306345146
63.452194213314215,10.429248811768593
63.452407835939084,10.429695128440676
63.44311523438364,10.409805297927068
63.443328857438246,10.410251617435142
63.44354629517966,10.410686492974632
63.44376373292107,10.411132812309349
63.44397735595521,10.411575317205305
63.4441909789075,10.412010192822496
63.44441223143804,10.412452697391952
63.44462585455403,10.412895203217825
63.44483947750632,10.413333892632425
63.445053100786026,10.413776397706746
63.4452705383228,10.41422271699293
63.44548797602329,10.414653777972568
63.44570541372377,10.41510009721804
63.44591903700348,10.415542602388449
63.44613647470396,10.415981292484146
63.44635009765625,10.416419983311226
63.446563720935956,10.416866301279983
63.44678497338464,10.417297363067323
63.446998596336925,10.417743682807851
63.44721221928921,10.418178556581049
63.4474296569897,10.418624878730478
63.447647094362765,10.419067383566288
63.44786071764247,10.419509889012689
63.44807815567037,10.419952391913819
63.44829559337086,10.420391082313351
63.448509216323146,10.420833587832373
63.44872283960285,10.421272278984327
63.44893646222772,10.421710967250199
63.44915771500382,10.422153473494472
63.44937133762869,10.422592163409275
63.449584960908396,10.423034667214356
63.44980239860888,10.423477173981517
63.450019836309366,10.423915863519431
63.45023346024391,10.424358367133195
63.45044708286878,10.424797057140779
63.45066452056926,10.425239562902057
63.45088195826975,10.425678251931071
63.451095580894616,10.426124573472377
