x,y,z
950.2771201838033,-1040.6327871707404,0.5
950.2771201838033,-1008.632787170748,0.5
977.9899331048177,-1024.6235984655068,0.5
1005.7027460258321,-1008.6144097402748,0.5
894.8514943417744,-976.6511645213759,0.5
922.5643072627888,-992.6419758560552,0.5
950.2771201838033,-976.6327871707556,0.5
977.9899331048177,-992.6235984655167,0.5
1005.7027460258321,-976.6144097403402,0.5
1033.4155589468467,-992.6052209951685,0.5
894.8514943417744,-944.6511645213601,0.5
922.5643072627888,-960.6419758560247,0.5
950.2771201838033,-944.6327871707633,0.5
977.9899331048177,-960.6235984655269,0.5
1005.7027460258321,-944.614409740317,0.5
1033.4155589468467,-960.6052209951653,0.5
1061.128371868652,-944.5960322301161,0.5
839.4258684997454,-912.6695417921837,0.5
867.13868142076,-928.6603531667939,0.5
894.8514943417744,-912.6511645213441,0.5
922.5643072627888,-928.6419758559944,0.5
950.2771201838033,-912.6327871707709,0.5
977.9899331048177,-928.6235984655369,0.5
1005.7027460258321,-912.614409740294,0.5
1033.4155589468467,-928.6052209951623,0.5
1061.128371868652,-912.5960322300976,0.5
1088.8411847896664,-928.586843445053,0.5
1116.553997710681,-912.5776546401001,0.5
839.4258684997454,-880.6695417921771,0.5
867.13868142076,-896.6603531667566,0.5
894.8514943417744,-880.6511645213282,0.5
922.5643072627888,-896.6419758560523,0.5
950.2771201838033,-880.6327871707786,0.5
977.9899331048177,-896.6235984654586,0.5
1005.7027460258321,-880.6144097402711,0.5
1033.4155589468467,-896.605220995159,0.5
1061.128371868652,-880.5960322300793,0.5
1088.8411847896664,-896.5868434450726,0.5
1116.553997710681,-880.5776546401231,0.5
784.0002426569256,-848.6879189832647,0.5
811.713055578731,-864.6787303977283,0.5
839.4258684997454,-848.6695417921708,0.5
867.13868142076,-864.6603531668076,0.5
894.8514943417744,-848.6511645214007,0.5
922.5643072627888,-864.641975856022,0.5
950.2771201838033,-848.6327871706977,0.5
977.9899331048177,-864.6235984654686,0.5
1005.7027460258321,-848.6144097403362,0.5
1033.4155589468467,-864.6052209951558,0.5
1061.128371868652,-848.5960322300608,0.5
1088.8411847896664,-864.5868434450923,0.5
1116.553997710681,-848.5776546400575,0.5
1144.2668106316953,-864.5684658151988,0.5
1171.9796235527097,-848.5592769703359,0.5
784.0002426569256,-816.6879189832991,0.5
811.713055578731,-832.6787303977163,0.5
839.4258684997454,-816.6695417922529,0.5
867.13868142076,-832.6603531667703,0.5
894.8514943417744,-816.6511645213849,0.5
922.5643072627888,-832.6419758559915,0.5
950.2771201838033,-816.6327871707052,0.5
977.9899331048177,-832.6235984654787,0.5
1005.7027460258321,-816.6144097403132,0.5
1033.4155589468467,-832.6052209951529,0.5
1061.128371868652,-816.596032230131,0.5
1088.8411847896664,-832.5868434450236,0.5
1116.553997710681,-816.5776546400804,0.5
1144.2668106316953,-832.5684658151902,0.5
1171.9796235527097,-816.5592769702611,0.5
