lat,lon
63.45385430000002,10.387330700000001
63.4538586,10.3874607
63.4539302,10.3874637
63.4540426,10.3872992
63.454075399999994,10.3873107
63.4542123,10.387051400000002
63.4542712,10.3868137
63.4542994,10.386623199999999
63.4542815,10.3862935
63.4542147,10.3859787
63.4540374,10.3854529
63.4538734,10.385079
63.4538017,10.385026799999999
63.45373620000001,10.385022000000003
63.45348450000001,10.384898
63.453261600000005,10.3849688
63.4531861,10.384985299999999
63.4530137,10.385040400000001
63.4528248,10.3846362
63.4526591,10.384092899999999
63.45252489999999,10.383883699999995
63.452249300000005,10.383554700000001
63.452023999999994,10.3834061
63.45176420000002,10.383029700000005
63.451665800000015,10.3822477
63.45166459999999,10.382022399999993
63.45165359999999,10.381712800000003
63.4517227,10.3816217
63.45153400000001,10.381314599999998
63.451487,10.3815275
63.45147400000001,10.381942700000003
63.451341200000016,10.381818100000007
63.451212300000016,10.381875300000003
63.4510852,10.381919200000004
63.4509526,10.381898899999998
63.4506918,10.3819887
63.4505989,10.382083000000002
63.45056360000001,10.382154000000002
63.4505517,10.3822366
63.450544,10.382203400000002
63.4505273,10.3822269
63.450524599999994,10.3822704
63.450533500000006,10.3823125
63.45050690000001,10.3824493
63.45047969999998,10.382445699999995
63.450482299999976,10.382388799999994
63.4504624,10.382285
63.450428599999995,10.382338900000004
63.450410000000005,10.382464300000002
63.450407600000005,10.3826004
63.4504707,10.382664700000001
63.450351900000015,10.383388900000007
63.450433000000004,10.383934
63.4504856,10.3843391
63.4505168,10.384584099999996
63.4507174,10.3847354
63.4508454,10.384704799999998
63.4510357,10.3846592
63.451217,10.384401999999998
63.4514294,10.3842191
63.451457999999995,10.3842006
63.4517242,10.384027900000001
63.4518235,10.3839088
63.45186560000001,10.383806200000002
63.45201990000001,10.3838597
63.45215029999999,10.383815800000002
63.4522432,10.383880200000002
63.452364000000024,10.383992600000006
63.4524382,10.384122199999998
63.4525164,10.384292999999998
63.452653199999986,10.384620499999997
63.4528488,10.385177099999998
63.4529013,10.385291799999997
63.452981799999996,10.385339599999996
63.4531492,10.385242
63.4534457,10.385149
63.45380660000001,10.385295600000001
63.453889199999985,10.385443799999997
63.4539522,10.385623900000004
63.45408710000002,10.3861445
63.454073300000005,10.386641100000002
63.454038,10.3869057
63.4539414,10.387134699999999
63.45385430000002,10.387330700000001
