lat,lon
63.436512,10.3915171
63.43654599999998,10.391693499999995
63.4369528,10.3914162
63.43694920000001,10.391358499999999
63.4369528,10.3912968
63.4369678,10.3912338
63.4369849,10.391195600000001
63.437011299999995,10.391157300000001
63.437041900000004,10.391148600000001
63.43707570000001,10.391168700000003
63.4371291,10.391214299999998
63.437174099999986,10.391274700000002
63.43725150000001,10.391382000000002
63.437314400000005,10.391478500000007
63.43738460000001,10.391595200000005
63.43743979999998,10.391702499999992
63.4375093,10.391862100000003
63.437563299999994,10.3919962
63.43763770000002,10.392154500000004
63.43772639999999,10.392344899999994
63.4378764,10.392704299999998
63.438982,10.3953533
63.439053799999996,10.3954424
63.439116399999996,10.395536599999993
63.4391378,10.3955932
63.439152299999996,10.395665099999997
63.43915539999999,10.3957421
63.43916880000001,10.395811500000002
63.439203000000006,10.3958827
63.43996049999998,10.397697699999993
63.44035649999999,10.398692300000004
63.440406900000006,10.398818800000006
63.44048449999999,10.399005699999996
63.44054460000001,10.3991594
63.440604699999994,10.399313099999995
63.4406335,10.3993809
63.44081589999998,10.399856499999999
63.4408725,10.3999736
63.44094710000002,10.4001407
63.4413604,10.401224
63.441643900000024,10.401893800000005
63.442280200000006,10.402222199999999
63.44306360000001,10.4028249
63.4438473,10.403395999999999
63.4442185,10.403818700000002
63.44430079999999,10.4042259
63.444278800000006,10.404677999999999
63.4440198,10.406637599999998
63.44389060000001,10.4069253
63.44378840000002,10.407031800000004
63.44377589999998,10.407326099999999
63.4431631,10.407128199999999
63.442970800000005,10.407088300000002
63.4425878,10.406955199999999
63.4423881,10.4068341
63.4413634,10.406160899999998
63.4413217,10.4064923
63.44117669999999,10.406392099999996
63.4411684,10.406465600000002
63.441313700000016,10.406556400000003
63.44124269999998,10.407120599999995
63.4414725,10.4080975
63.44256240000001,10.4090386
63.4439214,10.4101839
63.4440248,10.410776500000003
63.4441883,10.411495700000003
63.444343599999996,10.4121362
63.44437030000002,10.412246600000005
63.4445167,10.4126638
63.44490299999998,10.413890099999994
63.44493540000001,10.413993100000006
63.4450067,10.4141649
63.4454564,10.415428199999997
63.445869999999985,10.416149099999998
63.446289500000006,10.4164915
63.446529600000005,10.416592899999998
63.446489099999994,10.416813599999994
63.4464208,10.4169469
63.4461395,10.4188345
63.445844,10.420816799999999
63.4461023,10.4210472
63.44673740000001,10.421677000000006
63.4472067,10.4221701
63.44752559999999,10.422479299999997
63.447624100000006,10.422316299999999
63.44782750000001,10.422931200000006
63.44772900000001,10.423094300000006
63.4481271,10.423554500000002
63.4485031,10.424965800000003
63.4486433,10.426040900000002
63.44863910000001,10.4261562
63.4485741,10.427958499999999
63.44867450000001,10.428835500000003
63.448954999999984,10.429653000000002
63.449211999999996,10.4303193
63.4492061,10.4305987
63.44941110000001,10.4308331
63.44970409999999,10.4314261
63.449778599999995,10.431591199999996
63.4499792,10.431516200000003
63.45019549999999,10.431214000000002
63.4503084,10.4315999
63.4501696,10.431876400000002
63.45022350000001,10.4321468
63.45034029999999,10.432117600000002
63.4504591,10.432287600000004
63.4503806,10.4326453
63.450430000000004,10.432780400000002
63.450436900000014,10.4331516
63.45028099999998,10.433312
63.4502237,10.433280900000002
63.4501297,10.4335083
63.4502708,10.4340837
63.45062690000001,10.4346778
63.4507501,10.4345782
63.4507679,10.434489000000001
63.45082039999999,10.434492899999999
63.45091350000001,10.434948400000007
63.45091390000001,10.435136500000004
63.45101130000001,10.435205200000006
63.451013800000005,10.435500200000005
63.4511293,10.4356799
63.451182,10.4358345
63.45132449999999,10.435978100000002
63.4514647,10.436124
63.4518827,10.4363078
63.4520257,10.436189900000002
63.4523092,10.4362096
63.4525806,10.436367600000002
63.45282670000002,10.436770200000002
63.45317639999999,10.437539400000002
63.453209199999996,10.4377392
63.453474,10.438165999999999
63.45382869999999,10.438595499999998
63.454093500000006,10.438700399999998
63.45455690000001,10.439063200000003
63.45460460000002,10.439409000000005
63.4548868,10.4395353
63.45526769999999,10.4399446
63.4555264,10.4409947
63.45571629999999,10.4414962
63.45608099999999,10.4428276
63.456363018673585,10.44326466015903
63.4761121,10.3948786
63.44747503257052,10.336442115288738
63.44744849999999,10.3380163
63.4474484,10.3381065
63.4474481,10.338340199999998
63.4474465,10.339479199999998
63.44736530000001,10.340069500000002
63.4472469,10.339948500000002
63.44726380000001,10.340304200000004
63.44714170000001,10.340898200000003
63.446749499999996,10.341526399999998
63.4464924,10.3419389
63.4464721,10.3420903
63.44632659999999,10.342196299999998
63.446218300000005,10.342196300000005
63.446103299999976,10.342264399999994
63.446117699999995,10.342526399999997
63.4459781,10.342650399999998
63.44589350000002,10.342589800000004
63.445758199999986,10.342468699999996
63.44571460000001,10.342909999999998
63.44534930000001,10.342770400000003
63.44536610000002,10.342292800000005
63.44526430000002,10.342261800000006
63.444857299999995,10.341375999999995
63.4446419,10.341319
63.4445414,10.341712299999998
63.444428099999996,10.341908799999995
63.44413960000001,10.342639299999998
63.44410700000001,10.3435241
63.4438298,10.344942699999999
63.44396379999999,10.345345299999998
63.44374190000001,10.346188000000001
63.44359540000001,10.346113099999997
63.44316,10.346983900000001
63.44293400000001,10.347620600000003
63.4429968,10.3478828
63.4429196,10.3483541
63.4429825,10.348648400000002
63.442745600000016,10.349015700000002
63.442640199999985,10.348721099999993
63.4424023,10.3490719
63.4420604,10.348940400000002
63.44185139999999,10.3492468
63.4416111,10.348912700000001
63.4408734,10.3487153
63.440734799999994,10.348631700000002
63.44072130000001,10.3485581
63.440686799999995,10.348576600000001
63.4406743,10.3486336
63.44062919999998,10.3486538
63.440594600000004,10.348702500000003
63.4405152,10.348513200000003
63.4403107,10.3487503
63.44017600000001,10.3491323
63.4401095,10.349690299999999
63.44011379999999,10.350303899999998
