ind,salinity,std
10431.0,22.79775025,0.036210200568175276
10746.0,22.8728002,0.0457534575803849
10424.0,22.872250375,0.06278099683012611
10431.0,22.930666666666667,0.03412043702663939
10739.0,22.809529470588238,0.020129355567013677
10746.0,22.871000000000002,0.014000000000001123
10739.0,23.309538461538462,0.8220156887318667
10740.0,27.450001,0.0
10746.0,22.6686004,0.005535731229024483
11054.0,23.194399999999998,0.0518173716045107
11055.0,27.842000333333335,1.7291671804658517
10431.0,22.836,0.01607865047197703
10438.0,22.971090818181818,0.026827620223866925
10746.0,22.732400066666667,0.041414491189222864
10130.0,22.9208,0.0874281282013983
10131.0,26.18849975,1.1815779027428484
10132.0,29.256333666666666,0.3503922697029081
10133.0,29.8739995,0.05000049999999945
10438.0,22.942199933333338,0.059480292762635896
10445.0,22.865999,0.0
10133.0,30.128,0.13200000000000145
10134.0,30.460666000000003,0.048182532568003825
10135.0,30.55557157142857,0.007287260368167404
10141.0,30.502624875000002,0.02250522231859438
10142.0,30.555300199999998,0.019068331866212006
9827.0,30.545000125,0.005361902680893208
9834.0,30.55733338095238,0.023191301740659153
10142.0,30.539,0.0
9526.0,30.591000166666667,0.02395582277454811
9834.0,30.579,0.004123590728964197
9841.0,30.5907505,0.008771544918085367
9217.0,30.458,0.0
9222.0,29.955999,0.0
9223.0,30.248333666666667,0.1229020151728837
9224.0,30.422001,0.0
9532.0,30.493999,0.0
9533.0,30.569173695652175,0.022530313972290262
9220.0,24.765538615384614,1.3432287697537164
9221.0,27.777333666666664,0.510748608090994
9222.0,29.764999,0.0
9227.0,25.328571000000004,0.8403748053031368
9228.0,26.552500500000004,0.26666425238537295
8912.0,22.977500333333335,0.01523979440660462
8919.0,24.01116677777778,0.6335320500239165
9227.0,23.674666666666667,0.6491459562809344
8611.0,24.55335728571428,0.24655108292268166
8919.0,24.453625000000002,0.39048528765530965
8926.0,24.596125375,0.11042931124246175
8306.0,29.521999,0.0
8611.0,24.790332666666668,0.02880174763601726
8618.0,24.353684210526318,0.36052184730289605
8619.0,26.55625025,0.4421537728835841
8620.0,28.364000333333337,0.7058965353842982
8312.0,28.8505005,0.5545004999999996
8313.0,29.875333166666667,0.10709159942220318
8314.0,30.174571714285715,0.09075094490136093
8315.0,30.483749833333334,0.059405261415177026
8318.0,27.418666,0.33047176043448395
8002.0,23.5254002,0.6132326557191488
8009.0,24.439,0.03630404592121899
8317.0,24.05233341666667,1.2641896220506545
7705.0,29.862666666666666,0.07846159711745854
7706.0,30.0895005,0.05949950000000115
8009.0,24.7183332,0.338555686869423
8010.0,26.592499500000002,0.25050049999999935
8017.0,27.165001,0.0
8018.0,27.922000333333333,0.506474385663832
8019.0,29.38474975,0.22309092288837654
7705.0,30.166,0.0
7706.0,30.322916666666668,0.040229076003005064
7711.0,29.802667333333332,0.04553656406547148
7712.0,29.950166499999998,0.07402383587905996
7713.0,30.360250125,0.11401024159197042
7405.0,30.483190714285715,0.12037131959389484
7713.0,30.560666666666666,0.004447346324869522
7096.0,30.290001,0.0
7097.0,30.671124625,0.10166079612728945
7103.0,30.080999,0.0
7405.0,30.4375,0.04668178981680129
7412.0,30.6655625625,0.07359706447098302
7099.0,22.580889,1.5606817632088799
7100.0,27.655666999999998,0.3179747722351561
7101.0,29.028001000000003,0.35599999999999987
7102.0,29.705999,0.125
7103.0,29.964001,0.0
7106.0,21.86424975,0.3173874156692221
6791.0,22.947894789473683,1.0250653918984143
6798.0,22.270571285714286,0.5118267554876951
7106.0,23.354000000000003,0.30458605789935
7092.0,23.634666666666664,1.214460191013092
7093.0,26.915332666666668,0.4426765116879615
7094.0,28.275333333333332,0.5642691629204
7095.0,29.560333333333332,0.14988373123710189
7096.0,29.964666333333337,0.12421583098336846
7097.0,30.548999666666663,0.10165669022198624
7104.0,30.749666555555557,0.0127194048525265
6796.0,30.805636727272724,0.008071275488826092
7104.0,30.793667083333332,0.009240860362707414
7111.0,30.789714285714286,0.0033686914252231163
6488.0,30.8640005,0.0039994999999990455
6495.0,30.860001,0.0
6796.0,30.8321994,0.007520707429490929
6803.0,30.862090863636368,0.009014892659550555
6492.0,28.7089995,0.34799950000000024
6493.0,29.629998999999998,0.13900000000000112
6494.0,30.148334000000002,0.2186055224477783
6495.0,30.844117764705885,0.029211174575190693
6497.0,25.761999666666668,0.9040903885491154
6498.0,27.57,0.24299999999999855
6499.0,28.031,0.0
6182.0,23.725666,0.8753222239712635
6183.0,26.583332999999996,0.5787349702394008
6184.0,27.827333666666664,0.31183515730840144
6185.0,28.775999,0.0
6192.0,29.2980005,0.13999950000000005
6193.0,29.83575,0.2195943703741066
6194.0,30.54075,0.06380629671513523
6497.0,22.5913995,0.8651932202694664
5886.0,30.58299977777778,0.01015447357110104
6194.0,30.636733533333338,0.010148520226231228
6201.0,30.603333333333328,0.00445984557530328
5884.0,29.785999,0.0
